DISTRICTS;YEAR;YIELD;NDVI_JUN;NDVI_JUL;NDVI_AUG;NDVI_SEP;NDVI_OCT;NDVI_NOV;LAI_JUN;LAI_JUL;LAI_AUG;LAI_SEP;LAI_OCT;LAI_NOV;ET_JUN;ET_JUL;ET_AUG;ET_SEP;ET_OCT;ET_NOV;LST_JUN;LST_JUL;LST_AUG;LST_SEP;LST_OCT;LST_NOV;RF_JUN;RF_JUL;RF_AUG;RF_SEP;RF_OCT;RF_NOV;YIELD_N1
Dhar;2016;1.3;0.215719;0.239231;0.54287;0.603393;0.441362;0.434239;0.198633;0.240911;1.019573;1.596641;1.011695;0.641433;1.561479;17.47013;23.07957;22.66142;12.36651;5.069374;317.0692;302.7702;299.9131;302.8711;307.228;306.8773;4.36141;14.29514;10.21955;7.753237;1.920714;0;1.309028
Dindori;2016;0.819048;0.324558;0.285716;0.521759;0.661578;0.660811;0.567648;0.728188;0.494302;0.939262;1.477367;2.210166;1.475718;1.918049;20.52806;23.48217;25.06642;21.86067;11.06763;312.985;304.1385;301.9176;301.1783;301.654;301.1033;4.192305;15.31726;17.01845;7.734391;1.341974;0.0636;1.1
Guna;2016;1;0.239244;0.357111;0.452075;0.585687;0.400104;0.353723;0.301167;0.455939;0.828009;1.66914;0.81838;0.487834;1.105238;12.10718;23.68141;26.74666;9.046017;2.935585;317.4074;303.4417;300.8524;305.0736;308.9638;306.8561;4.462416;19.62648;13.12477;4.434447;1.524465;0;0.607595
Gwalior;2016;1.51773;0.250259;0.446505;0.518004;0.539052;0.401501;0.344368;0.382338;0.620632;1.08004;1.657354;0.921233;0.522315;0.553635;8.343508;25.20902;22.43747;7.475374;2.810016;314.5679;306.2739;301.769;305.9617;307.7492;304.7832;1.993163;12.57049;8.40584;1.997903;1.593259;0;1.25
Harda;2016;1.163043;0.171207;0.269245;0.550565;0.563222;0.477357;0.488381;0.305696;0.315685;1.135548;1.349967;1.337425;0.793061;0.533612;21.04434;26.01793;22.17819;14.61258;5.682437;316.5368;300.5293;301.2702;303.4248;306.866;305.6434;5.710101;19.84501;13.58278;4.790423;1.545155;0;0.543624
Hoshangabad;2016;1.588235;0.258667;0.249485;0.44897;0.617032;0.518582;0.489769;0.490697;0.292981;0.762526;1.728993;1.716094;1.117712;1.17;21.61047;22.30178;25.27075;16.6622;7.697539;314.6512;303.8218;302.252;302.6597;304.8346;303.4104;5.760216;27.12833;19.01162;5.623857;1.027099;0.023662;0.462963
Indore;2016;1;0.22115;0.245724;0.500097;0.526224;0.395912;0.462804;0.212593;0.315822;1.219007;1.368275;0.794317;0.66666;0.837508;17.58027;22.42099;22.18318;9.914241;5.130163;316.9922;300.3567;297.9186;304.5593;307.9661;306.1556;5.400909;16.08587;12.11739;5.362645;1.739972;0;0.762332
Jabalpur;2016;1.606061;0.304334;0.315435;0.483292;0.625714;0.541423;0.491493;0.499549;0.535688;0.731411;1.600331;1.546933;0.989267;2.135865;20.22519;22.01198;25.57046;17.75872;8.142063;315.4995;305.4739;303.3144;303.1488;304.0543;302.7874;3.550635;21.2641;18.26699;5.117343;0.875152;0.0662;0.666667
Jhabua;2016;1;0.243305;0.228976;0.504583;0.65275;0.504955;0.435544;0.276852;0.283463;0.976342;1.76399;1.3003;0.767072;2.554152;17.6698;24.00231;22.46258;14.67759;6.160017;316.6843;302.0629;298.245;301.8205;305.9174;306.5983;3.616456;14.94549;11.0912;7.043088;2.275338;0;1.444444
Katni;2016;1.373444;0.326705;0.356075;0.466148;0.645612;0.527904;0.446927;0.560811;0.475185;0.732299;1.552437;1.455288;0.847974;1.841095;19.36111;20.71583;24.4516;16.50284;6.665265;313.922;304.8555;303.0278;302.9244;303.7066;302.4521;3.574277;22.19049;18.27296;4.471188;0.847984;0.002345;1
Mandla;2016;1.384615;0.366824;0.250429;0.492812;0.67295;0.633623;0.550658;0.737796;0.453458;0.830894;1.680576;2.086759;1.385105;2.991671;20.18969;25.68274;27.77816;21.82039;10.90091;314.5779;298.2198;302.1658;301.9438;302.0924;301.4471;4.30817;16.51473;16.76455;7.241171;1.204292;0.120737;1.333333
Mandsaur;2016;1.524823;0.206412;0.261475;0.528749;0.442603;0.357883;0.44933;0.210461;0.313543;0.914812;1.126811;0.530639;0.549574;1.174719;13.41212;22.50605;22.16574;6.223998;3.684756;318.0618;307.2779;300.2052;306.3985;308.9185;305.8372;4.545788;18.48844;16.7266;2.932881;1.724665;0.054642;0.75265
Morena;2016;0.863636;0.207597;0.42202;0.584106;0.470403;0.343471;0.360299;0.269865;0.512965;1.282728;1.257997;0.587026;0.516594;0.319741;7.375098;23.05588;15.9801;3.798563;2.819123;315;305.3558;301.3379;306.8017;309.0978;304.6427;1.491135;11.85874;8.188213;1.760963;1.367691;0;1.333333
Narsinghpur;2016;0.853659;0.354198;0.251156;0.508024;0.633947;0.561563;0.52266;0.562432;0.315232;0.743956;1.663397;1.573368;1.080827;2.319944;23.58203;22.2682;25.60683;17.24232;8.620199;314.4414;305.9955;303.3406;303.5465;304.3849;303.0782;4.161948;25.00182;17.32456;4.629929;0.893488;0.069612;0.720588
Neemuch;2016;1.171975;0.249017;0.316393;0.537976;0.483905;0.389298;0.423445;0.323946;0.482487;0.949121;1.27717;0.709521;0.623563;1.595572;10.57459;21.59413;22.07686;7.839276;4.191539;318.3539;304.4506;300.0213;306.0915;308.2618;305.5973;3.841362;15.65798;17.48208;1.600322;1.7958;0.026751;0.722222
Panna;2016;1.456989;0.262837;0.383953;0.55767;0.578885;0.486043;0.441254;0.399728;0.489628;0.930165;1.593389;1.371543;0.85578;0.550012;17.32778;23.65262;28.20972;14.11872;6.263831;318.2133;302.1341;302.7856;304.277;305.6041;303.5154;2.848932;20.893;17.83108;3.886517;0.758514;0.002008;0.62069
Raisen;2016;0.854167;0.274309;0.306309;0.493073;0.638635;0.512852;0.465274;0.392895;0.395205;0.827508;1.81902;1.467915;0.913282;1.560576;20.43423;22.34555;26.49227;15.61103;7.025844;316.4196;306.1623;301.8566;303.7414;304.9803;304.2223;4.883771;26.36659;18.67558;4.47827;0.552156;0;0.446809
Rajgarh;2016;0.534483;0.244419;0.273913;0.53627;0.547723;0.37986;0.402026;0.221903;0.360046;1.021264;1.287115;0.619817;0.436183;1.182843;13.67223;21.79418;23.62688;7.50389;2.670604;317.8895;305.5753;300.5972;306.1797;309.7171;307.2466;4.550578;20.9192;15.14823;4.205915;1.374907;0;0.60767
Ratlam;2016;0.723077;0.224934;0.236881;0.521252;0.54596;0.41181;0.44658;0.200951;0.279913;0.975753;1.360479;0.790579;0.602513;1.23218;17.66799;23.36686;23.05892;9.248883;4.306156;318.2982;305.99;298.7973;305.4049;308.481;306.7853;4.330251;17.41762;14.83736;6.687502;2.515291;0.000454;0.895652
Rewa;2016;1.485185;0.245915;0.380115;0.535094;0.633477;0.538305;0.411534;0.313087;0.393681;0.782848;1.166839;1.09378;0.619302;0.741627;10.64143;20.76107;23.48008;12.48961;4.822163;317.6291;307.261;305.0335;304.5758;304.3161;302.4136;2.584411;14.95797;13.1796;8.626466;0.914791;0.001998;0.703704
Sagar;2016;1.384615;0.247245;0.330948;0.492206;0.581193;0.435565;0.434319;0.321506;0.403841;0.818129;1.552584;0.997263;0.685308;1.343627;17.60357;22.50086;25.3319;11.18099;5.068077;317.885;307.0187;302.5816;305.0719;307.9626;305.886;4.189219;26.08255;18.37351;4.132371;0.640191;0.000498;0.783439
Satna;2016;1;0.247636;0.372339;0.514992;0.590849;0.511201;0.425809;0.374782;0.40295;0.782937;1.325894;1.22839;0.74377;0.615346;15.16628;20.91929;24.67926;13.58725;5.72672;317.4293;300.688;304.2783;304.2529;304.4863;302.4946;3.148055;17.63191;16.14202;5.055614;0.801064;0;0.444444
Sehore;2016;1.487903;0.225054;0.265815;0.466783;0.547816;0.434773;0.470019;0.269625;0.334595;0.842599;1.423357;0.93549;0.700568;0.766491;17.71959;23.28397;22.98174;10.9032;5.212482;317.5463;302.1571;299.7655;304.8488;308.271;306.001;5.490964;22.7546;17.32806;5.124111;0.883238;0.005629;0.567568
Seoni;2016;1.15;0.264386;0.302615;0.562984;0.652015;0.558654;0.48155;0.448678;0.468939;1.007069;1.75321;1.831495;1.126517;1.558607;22.45343;24.46663;26.95672;20.06903;9.152647;316.3239;301.725;302.2899;301.2951;303.762;303.6692;5.273324;17.49428;14.97007;6.348245;1.401702;0.195923;0.636364
Shahdol;2016;0.870748;0.32717;0.361321;0.422079;0.623042;0.613616;0.518064;0.630135;0.53979;0.733726;1.416135;1.651824;1.120259;1.63529;18.97513;21.55801;24.06856;18.85903;9.333145;313.9098;303.8424;303.0497;301.9443;302.2333;300.9349;3.232213;17.04859;17.03596;8.004136;1.113439;0.008145;0.733333
Shajapur;2016;0.909091;0.235515;0.256602;0.56094;0.504581;0.36438;0.423331;0.228479;0.321899;1.183691;1.188572;0.538614;0.486555;1.378779;14.02236;22.86138;21.72551;6.907862;3.153126;317.9154;309.2219;300.4792;306.5801;310.5454;307.4754;5.081136;21.33103;15.16071;4.36046;1.139827;0;0.758893
Sheopur;2016;1.466231;0.273189;0.449478;0.580387;0.592259;0.456069;0.409734;0.483313;0.756817;1.202021;2.058803;1.184636;0.793145;0.361084;10.91953;26.03323;27.13924;10.23438;4.541497;316.2242;304.6526;301.3107;305.2564;307.1086;304.731;2.635513;16.59593;11.01803;1.782165;1.803037;0;0.976744
Shivpuri;2016;1;0.255449;0.438551;0.534718;0.559814;0.415374;0.379453;0.385004;0.592021;1.194013;1.653099;0.904833;0.613984;0.790481;11.26753;25.07572;26.06551;8.594161;3.587007;315.7396;305.057;300.0317;305.4527;308.2477;305.7111;2.527455;16.26489;9.524476;3.09407;1.753234;0;0.66879
Sidhi;2016;0.589655;0.2947;0.392384;0.488994;0.648632;0.588642;0.495448;0.53875;0.526268;0.880172;1.433745;1.437186;1.019603;1.019573;16.81451;21.88115;24.89734;16.44854;8.398918;315.4761;304.8515;302.35;302.4114;302.6446;300.5237;2.23382;16.07229;15.95521;9.272298;1.155227;0.073162;0.666667
Tikamgarh;2016;0.882096;0.248879;0.431858;0.492284;0.511285;0.357142;0.344122;0.284514;0.456007;0.876951;1.13786;0.562664;0.398285;0.808165;11.4598;22.31226;24.01333;5.677457;2.485783;316.5714;306.1856;302.5844;306.0158;309.6993;305.5139;3.142874;20.12883;12.20113;3.204699;1.168188;0.003135;0.617021
Ujjain;2016;1.626667;0.216166;0.259748;0.604506;0.478582;0.35787;0.486557;0.191828;0.291985;1.457405;1.154986;0.522173;0.609488;1.19635;17.19219;24.06718;22.15638;7.001585;4.464811;317.6817;299.7176;298.2593;305.8775;309.8811;306.5502;4.964378;17.30198;13.41281;5.710871;1.570427;0;0.723077
Umaria;2016;0.628866;0.368717;0.353199;0.394895;0.6483;0.638537;0.562797;0.820536;0.614113;0.783353;1.577237;1.868008;1.320405;1.440365;18.90526;22.55775;25.73437;20.30644;10.62613;312.8247;303.6339;303.8379;302.415;302.3311;300.8243;3.419196;18.77403;17.94438;6.037958;0.732182;0.002074;0.4
Vidisha;2016;0.543624;0.222296;0.343874;0.40892;0.53251;0.361577;0.409753;0.241552;0.422719;0.693656;1.374892;0.657138;0.502637;1.076118;17.3435;21.8085;25.44496;8.152054;3.427424;317.5336;307.0822;301.8968;305.5013;309.7264;307.2529;4.590327;23.90543;14.31171;5.323104;0.993359;0;0.659164
Anuppur;2017;0.773684;0.273417;0.351752;0.65919;0.700406;0.629356;0.520089;0.484588;0.550124;1.222534;2.161487;1.675292;1.00722;3.648965;22.7342;27.05131;30.36533;20.7919;11.0862;314.4522;304.6453;302.9996;302.9904;303.1306;301.5644;5.937334;12.34041;8.890828;6.46912;1.324661;0.00283;1.333333
Ashoknagar;2017;1.029972;0.28018;0.326402;0.652848;0.511823;0.35271;0.37625;0.38614;0.600798;1.512288;1.328892;0.587805;0.535626;2.298313;8.888652;26.56513;20.20995;7.320851;4.225309;313.9081;306.765;302.52;305.9803;311.2271;305.6772;4.971682;8.490002;5.00772;6.73134;0.038876;0;0.649635
Balaghat;2017;1;0.51684;0.25204;0.605716;0.790756;0.701987;0.637848;1.066622;0.584148;1.161203;2.695393;2.512338;1.870803;8.697352;15.81621;30.99668;35.33277;25.77554;15.25076;311.3141;304.0826;300.873;301.2967;301.7289;300.5936;6.208736;10.84327;12.69864;7.912988;1.904444;0.261105;0.636364
Barwani;2017;1.4;0.292102;0.355826;0.540747;0.629241;0.533627;0.440707;0.342189;0.555882;0.949061;1.67074;1.249644;0.741131;5.185985;16.71735;22.28848;25.88828;14.28931;6.710997;312.9618;304.3111;301.3285;304.9103;307.8697;307.5302;4.81647;5.810627;7.429597;5.998568;1.02147;0.0113;1.416667
Betul;2017;1.335022;0.380632;0.321126;0.586552;0.721454;0.668081;0.563776;0.615664;0.65181;1.187125;2.207543;1.838367;1.265289;6.31578;16.4774;29.74153;30.10695;20.53506;11.17749;313.4701;304.5951;302.3698;302.2398;303.7111;303.6685;5.874147;10.88561;7.876843;7.399276;1.241698;0.287;1.333333
Bhind;2017;2;0.194097;0.298527;0.470555;0.380646;0.301211;0.391394;0.250791;0.340942;0.774422;0.763027;0.455258;0.578866;0.295671;7.016077;17.45028;9.734076;2.831753;3.269576;317.0617;309.4951;308.6877;307.7104;311.2493;303.3766;3.082783;6.217444;7.496481;3.748752;0.293914;0;1.022727
Bhopal;2017;0.982143;0.332522;0.234818;0.585658;0.577591;0.420897;0.434669;0.340317;0.423253;1.136135;1.358839;0.685013;0.64505;1.774491;9.826496;23.96363;21.25224;9.134479;5.933571;315.2036;307.049;301.7626;305.7903;309.0081;304.7839;4.528698;13.07451;5.422422;7.638544;0.115091;0;1.5
Burhanpur;2017;1.672;0.362986;0.382164;0.557157;0.715452;0.65299;0.547638;0.596242;0.647346;0.98822;1.961029;1.561989;1.099417;7.280584;13.29183;29.32278;27.46726;18.76532;10.70052;312.7364;305.5769;302.0853;303.4489;305.6302;305.2274;5.387412;6.841388;6.591219;6.322806;1.02633;0.0785;1.071429
Chhatarpur;2017;0.847078;0.269249;0.388514;0.677012;0.56411;0.445462;0.398132;0.419127;0.568681;1.33203;1.407965;0.815095;0.579443;1.856749;17.96889;31.62062;21.86847;9.866928;4.652541;316.361;306.4084;303.7091;305.5611;309.3091;304.8237;4.038527;10.99222;7.199005;5.324367;0.169102;0.00776;1.315068
Chhindwara;2017;1.783929;0.397798;0.321939;0.629891;0.740246;0.650413;0.556221;0.536934;0.619782;1.308456;2.33547;1.890296;1.231179;4.642535;14.50962;29.4061;32.75041;21.48462;11.69987;315.1705;306.1779;301.943;302.1416;304.1376;303.0925;6.150137;12.62072;9.750783;7.793879;1.20574;0.409519;0.857143
Damoh;2017;1.350075;0.271367;0.325206;0.64813;0.595356;0.469522;0.436253;0.430242;0.504248;1.331667;1.67078;1.057952;0.791727;1.46623;13.05007;29.53432;25.69134;13.55109;7.284743;316.9305;309.0662;303.3849;305.0842;308.6317;304.5744;4.919086;14.9611;6.143201;5.747508;0.272274;0.004715;0.571429
Datia;2017;0.853731;0.226218;0.397534;0.620072;0.484527;0.365558;0.331394;0.314588;0.452291;1.419952;1.181398;0.601542;0.419129;0.850613;11.90674;29.3035;16.371;5.28254;2.374459;316.2971;311.9175;306.7683;306.6765;310.952;304.0375;3.5087;6.365262;6.279462;3.880453;0.263547;0;1.482759
Dewas;2017;1.020009;0.350203;0.378783;0.603398;0.607745;0.466437;0.508399;0.464849;0.747678;1.357448;1.519503;0.91218;0.905097;4.438305;14.79515;26.32435;22.27148;10.89831;7.86252;315.1602;308.3861;301.1331;305.6658;309.531;305.2228;5.483747;9.37908;6.154789;7.59933;0.511413;0;1.598616
Dhar;2017;1.290985;0.290154;0.301845;0.573331;0.575369;0.440994;0.451142;0.30441;0.451139;1.105017;1.501119;0.86788;0.715079;4.190581;16.40844;22.76904;23.28118;9.90946;6.171029;312.2834;306.1044;300.4343;305.4403;309.9428;306.5485;4.763099;7.801576;6.683989;6.8508;0.596127;0;1.3
Dindori;2017;1.150526;0.382688;0.184565;0.624312;0.751101;0.645042;0.582254;0.707949;0.425647;1.282294;2.37318;2.157741;1.465698;4.891584;20.70742;26.03922;34.74713;23.45997;13.0339;314.2511;301.98;301.3439;302.0296;303.1322;301.6292;5.932504;10.39694;11.50032;6.109258;1.106326;0.066463;0.819048
Guna;2017;0.824986;0.279219;0.272361;0.677841;0.580693;0.379622;0.383855;0.356155;0.42657;1.529472;1.540205;0.689192;0.548677;1.83347;8.665833;26.30992;20.47378;6.978998;4.041631;315.924;308.6693;302.5123;305.9982;310.9363;305.6349;4.398316;8.341538;5.152869;6.532932;0.015093;0;1
Gwalior;2017;1.541176;0.229156;0.308458;0.519625;0.469967;0.372609;0.352891;0.365963;0.347299;0.926154;1.175821;0.7231;0.530435;0.96423;7.93085;25.48185;15.20827;5.227459;2.903342;315.2752;310.5037;308.6267;306.9763;310.4054;304.0448;2.910677;5.583823;7.806611;3.369075;0.257684;0;1.51773
Harda;2017;0.751997;0.299702;0.354149;0.643473;0.651552;0.474607;0.483015;0.487501;0.540378;1.441364;1.765826;0.98704;0.85713;5.895582;15.36303;31.32334;24.47452;12.14585;7.584818;316.0491;307.4637;302.9756;304.2444;308.5609;305.6012;4.696461;11.38782;5.479936;8.315295;0.59995;0.0428;1.163043
Hoshangabad;2017;0.614904;0.326631;0.23585;0.640273;0.674075;0.577244;0.504843;0.635338;0.3869;1.229873;2.029936;1.67738;1.1057;4.815036;11.02722;28.85495;26.63971;17.90591;9.261376;314.2044;305.9947;302.9194;303.0106;305.4078;303.5768;4.962751;15.39166;7.429605;9.838569;0.627016;0.101146;1.588235
Indore;2017;0.914984;0.345851;0.326833;0.530445;0.515908;0.391478;0.479573;0.428721;0.667755;1.10668;1.311642;0.646068;0.830185;4.059671;14.7266;23.00169;20.84788;8.323486;7.352093;312.5012;306.3926;299.1112;306.4202;310.257;304.9972;5.664126;7.850065;7.379362;6.701332;0.497496;0;1
Jabalpur;2017;0.477143;0.263902;0.279875;0.596153;0.658822;0.531542;0.485498;0.452666;0.417851;1.070406;1.901144;1.42566;0.909265;2.463537;20.16204;26.91477;28.38545;18.35676;9.029196;316.1239;305.8495;302.7007;303.4177;305.986;303.5098;4.97976;14.89695;8.479152;5.309708;0.503005;0.13;1.606061
Jhabua;2017;1.430031;0.320634;0.30292;0.590249;0.639037;0.500829;0.448581;0.391096;0.484617;1.123274;1.804516;1.114788;0.735424;5.081172;17.92441;23.97313;26.5899;12.61509;6.110356;311.2249;304.1902;300.0042;304.0762;308.9309;306.7742;4.635214;9.676255;7.236255;6.727158;0.540747;0;1
Katni;2017;1.435294;0.278194;0.272117;0.628578;0.670274;0.547634;0.463103;0.498698;0.422854;1.081343;1.910074;1.342126;0.84406;2.042125;20.65175;28.91638;28.49992;17.67388;8.116877;315.016;303.1874;303.4606;303.3985;305.377;302.9621;3.842018;14.72847;7.292264;5.15404;0.453559;0.003478;1.373444
Mandla;2017;0.133333;0.360863;0.221696;0.582763;0.72018;0.613051;0.555576;0.713584;0.445452;1.181144;2.185679;1.945677;1.318814;5.298741;16.8389;29.29084;34.21248;22.56069;12.1322;314.8421;302.9108;300.8865;302.1265;303.6227;302.123;5.23;11.72017;11.75911;5.837662;1.031272;0.175468;1.384615
Mandsaur;2017;1.128016;0.271408;0.327329;0.596483;0.448946;0.34254;0.410976;0.267658;0.43017;1.112099;1.156892;0.492312;0.611715;1.730982;9.172057;23.84608;16.18726;4.416499;4.420698;314.7922;310.813;300.8852;307.4853;311.6235;304.5077;3.653328;9.10421;6.508901;5.016466;0.185004;0.054642;1.524823
Morena;2017;1.664706;0.200539;0.315648;0.565087;0.405515;0.29716;0.329603;0.286882;0.403176;1.221074;1.063961;0.49184;0.448059;0.622772;6.89153;25.94503;12.32568;2.770324;2.296615;316.3026;311.7563;306.6321;307.0352;311.0867;303.8398;2.52982;4.604396;8.284266;2.989282;0.246871;0;0.863636
Narsinghpur;2017;0.313103;0.350314;0.264507;0.608854;0.669933;0.574111;0.515517;0.585991;0.434736;1.1633;1.912726;1.434983;1.008184;3.412471;18.61125;29.50888;26.29848;17.02626;9.339619;314.7873;303.5639;302.7363;303.5942;306.3182;303.8021;5.267328;16.05735;6.681237;6.87128;0.618245;0.162981;0.853659
Neemuch;2017;1.33597;0.321129;0.345476;0.592971;0.4939;0.382318;0.407182;0.417981;0.585935;1.180183;1.325717;0.671904;0.661774;3.075502;12.00424;24.24448;17.60736;5.458753;4.393066;315.1744;310.2658;301.9505;306.7371;310.9908;304.2717;3.630565;10.19932;5.979679;4.604122;0.226446;0.026751;1.171975
Panna;2017;1.102857;0.275101;0.339301;0.671969;0.617024;0.497737;0.445425;0.509149;0.528349;1.428714;1.817885;1.191952;0.827052;1.808447;27.94834;32.97035;27.96588;14.90471;7.075125;316.1606;301.675;303.6339;304.2158;307.5148;303.6859;4.149469;13.2516;6.708261;4.115032;0.327533;0.002008;1.456989
Raisen;2017;0.610035;0.318739;0.199736;0.606862;0.659799;0.556827;0.477968;0.461143;0.302454;1.110825;1.922298;1.355264;0.893041;2.143994;9.13102;26.42131;25.90012;15.97246;7.905003;315.5827;306.557;302.5216;303.7408;306.112;304.3457;4.995983;15.28005;6.308443;8.09134;0.329208;0.0000166;0.854167
Rajgarh;2017;1.24499;0.283398;0.229535;0.67429;0.586359;0.371423;0.40652;0.265287;0.343739;1.342783;1.405311;0.535715;0.534306;1.418898;7.852031;25.26045;20.09868;6.186693;4.337969;315.7777;311.3118;302.1316;306.6891;311.3362;305.6914;4.158427;10.6225;5.487446;6.487858;0.03473;0;0.534483
Ratlam;2017;1.823024;0.285818;0.310438;0.635349;0.542555;0.400978;0.450748;0.277979;0.451385;1.19118;1.457672;0.616701;0.690966;2.53;11.59059;23.36771;19.82872;6.646424;5.554641;313.2178;309.0475;300.0154;306.582;311.644;305.4969;3.861945;9.508367;6.703201;7.247594;0.29478;0.000454;0.723077
Rewa;2017;0.914118;0.216012;0.35103;0.620417;0.607798;0.50655;0.408134;0.314763;0.352882;1.131329;1.420432;0.93139;0.616939;0.53213;20.74195;30.16954;22.85135;13.37929;5.401606;316.8041;303.8388;303.9818;305.0097;306.4471;303.2997;2.337808;14.1326;7.002129;3.710611;0.392103;0.002003;1.485185
Sagar;2017;0.58802;0.306941;0.304758;0.626661;0.600981;0.458409;0.43734;0.44608;0.514141;1.199075;1.605217;0.858273;0.717618;2.791855;11.68411;28.1689;23.81774;11.86368;6.645329;316.1678;307.0728;302.9483;305.1594;308.7805;305.0619;5.048538;13.01398;5.378178;6.668575;0.181935;0.00294;1.384615
Satna;2017;0.58194;0.259594;0.342472;0.64684;0.594703;0.491075;0.418433;0.419331;0.429844;1.282455;1.549509;1.006432;0.694253;1.816896;23.96134;31.12488;25.60931;13.91258;6.060368;315.9033;303.6197;305.0472;304.5083;306.6229;303.3033;3.737197;13.60254;6.220931;3.435719;0.489367;0;1
Sehore;2017;0.826;0.312481;0.285001;0.643734;0.603053;0.445318;0.479951;0.364991;0.482325;1.384778;1.469459;0.885334;0.804301;2.879898;10.30821;26.67645;21.98817;10.72976;7.17473;316.1627;308.639;301.9586;305.4878;309.2273;305.2564;4.670375;11.68571;6.056357;7.727846;0.348891;0.00572;1.487903
Seoni;2017;0.088065;0.412299;0.313432;0.577906;0.719356;0.574788;0.5028;0.565537;0.601392;1.218288;2.210289;1.658646;1.102632;4.386898;14.00892;29.94452;32.53142;19.74163;10.81539;314.7069;305.6988;301.5888;302.0276;304.9617;303.6106;6.2398;12.00743;10.00618;6.62584;1.248887;0.346327;1.15
Shahdol;2017;0.21913;0.303808;0.333226;0.629224;0.675405;0.595482;0.514595;0.597582;0.527009;1.183768;2.068214;1.608653;1.054817;2.825329;22.17399;27.49402;31.63318;20.20238;10.4994;314.1179;303.0743;303.2767;303.6367;304.1978;302.0276;4.942523;12.88297;8.919789;5.008209;0.985184;0.00813;0.870748
Shajapur;2017;1.024007;0.290434;0.314648;0.655657;0.549186;0.367044;0.428673;0.285266;0.517282;1.356268;1.30122;0.505085;0.583361;1.90297;11.23134;25.34018;19.39298;6.083322;4.781013;315.5339;310.1475;301.3162;306.7672;311.8279;305.7564;4.611933;11.04648;6.126085;6.684092;0.1468;0;0.909091
Sheopur;2017;0.788052;0.296963;0.335667;0.632614;0.512049;0.374858;0.339737;0.570838;0.67725;1.356858;1.683902;0.826999;0.58555;1.661784;8.714146;22.69387;15.45602;3.267783;2.692888;315.8813;310.013;303.4459;307.3368;311.2342;304.8557;2.753802;5.715268;7.111567;3.356925;0.246271;0;1.466231
Shivpuri;2017;0.782057;0.282465;0.303861;0.626361;0.526841;0.407026;0.374089;0.48059;0.517355;1.231088;1.446636;0.822362;0.589223;1.836463;7.244516;25.83009;18.86185;7.135559;3.733668;315;310.8036;306.3053;306.1708;310.1213;304.8862;3.386806;5.877225;5.96203;5.035257;0.183846;0;1
Sidhi;2017;0.747619;0.28769;0.431974;0.626237;0.657528;0.579696;0.497855;0.614162;0.519278;1.241647;1.829071;1.365583;0.97593;1.662293;23.78154;29.16107;27.14928;18.13592;9.115712;314.6201;305.1779;303.7574;303.8469;304.3824;301.6862;2.752617;16.29311;8.085978;3.533452;0.697514;0.074758;0.589655
Tikamgarh;2017;0.574043;0.256663;0.396026;0.672612;0.519701;0.395195;0.363848;0.341897;0.551889;1.303096;1.079134;0.595945;0.450861;1.856793;13.18744;28.79624;18.16773;7.264859;3.347751;316.057;307.6955;304.7708;306.1258;310.1441;305.4278;4.356614;9.414336;5.960104;5.926574;0.086086;0.003135;0.882096
Ujjain;2017;1.04699;0.265261;0.302289;0.6358;0.496541;0.357032;0.478957;0.262048;0.467719;1.331536;1.285826;0.428303;0.745409;2.152696;10.16062;23.11806;18.80277;5.430496;6.42898;313.368;308.7293;299.9811;307.1212;312.0956;305.0289;4.997412;8.309909;6.270358;6.77974;0.100711;0;1.626667
Umaria;2017;0.728571;0.319754;0.345522;0.664553;0.689117;0.607394;0.555926;0.758815;0.572796;1.296315;2.174994;1.793346;1.287234;3.004401;28.37489;28.82055;33.5774;21.43826;11.48255;313.3379;300.7408;302.9017;303.7618;304.6305;301.7777;4.071085;13.15844;8.450269;4.773695;0.563131;0.002072;0.628866
Vidisha;2017;1.355017;0.302412;0.28183;0.601064;0.519848;0.361371;0.388119;0.296192;0.591041;1.19759;1.265526;0.500298;0.542988;1.551105;9.195538;25.9952;20.18316;7.826788;5.100636;314.9415;308.1946;302.2538;306.265;310.9562;306.066;4.812612;12.00849;4.955964;7.993792;0.07813;0.000149;0.543624
Anuppur;2018;0.701877;0.382861;0.389452;0.489834;0.655658;0.572335;0.452727;0.59145;0.621421;0.879361;1.878474;1.382434;0.870781;2.928057;18.33708;21.57123;28.91322;16.06372;7.624474;311.8919;303.7725;303.827;303.3428;304.6069;302.6898;5.340121;15.04479;12.49183;4.446524;0.785861;0.002828;0.773684
Ashoknagar;2018;1.490999;0.235928;0.300913;0.328907;0.547402;0.35598;0.348767;0.243487;0.326394;0.777532;1.155694;0.598973;0.464984;1.042816;6.825735;20.05602;21.52075;6.272767;3.831881;313.9992;310.7798;301.9521;304.4039;310.9523;306.4695;3.264283;12.11067;9.718548;6.891571;0.060878;0.018781;1.029972
Balaghat;2018;1;0.500027;0.246631;0.461084;0.767925;0.662679;0.587169;1.100885;0.406775;0.232497;3.055222;2.309689;1.641395;9.516357;23.06959;20.52168;35.24027;21.07645;11.20529;309.2862;305.173;300.4635;301.5758;302.2749;301.5348;6.834491;14.20357;14.94299;3.815775;0.636599;0.134441;1
